id,timestamp,status,file_path_1,file_path_2,count_bbox
504,2024-10-06 03:19:46,incomplete,/usr/local/spark/assets/cam01/cam_120241006_031946.jpg,/usr/local/spark/assets/cam02/cam_220241006_031947.jpg,0
505,2024-10-06 03:22:47,incomplete,/usr/local/spark/assets/cam01/cam_120241006_032247.jpg,/usr/local/spark/assets/cam02/cam_220241006_032248.jpg,1
506,2024-10-06 03:25:48,incomplete,/usr/local/spark/assets/cam01/cam_120241006_032548.jpg,/usr/local/spark/assets/cam02/cam_220241006_032549.jpg,1
507,2024-10-06 03:28:50,incomplete,/usr/local/spark/assets/cam01/cam_120241006_032850.jpg,/usr/local/spark/assets/cam02/cam_220241006_032850.jpg,0
508,2024-10-06 03:31:51,incomplete,/usr/local/spark/assets/cam01/cam_120241006_033151.jpg,/usr/local/spark/assets/cam02/cam_220241006_033151.jpg,1
509,2024-10-06 03:34:52,incomplete,/usr/local/spark/assets/cam01/cam_120241006_033452.jpg,/usr/local/spark/assets/cam02/cam_220241006_033452.jpg,0
510,2024-10-06 03:37:53,incomplete,/usr/local/spark/assets/cam01/cam_120241006_033753.jpg,/usr/local/spark/assets/cam02/cam_220241006_033753.jpg,1
511,2024-10-06 03:40:54,incomplete,/usr/local/spark/assets/cam01/cam_120241006_034054.jpg,/usr/local/spark/assets/cam02/cam_220241006_034054.jpg,0
512,2024-10-06 03:43:55,incomplete,/usr/local/spark/assets/cam01/cam_120241006_034355.jpg,/usr/local/spark/assets/cam02/cam_220241006_034356.jpg,1
513,2024-10-06 03:46:56,incomplete,/usr/local/spark/assets/cam01/cam_120241006_034656.jpg,/usr/local/spark/assets/cam02/cam_220241006_034657.jpg,0
514,2024-10-06 03:49:57,incomplete,/usr/local/spark/assets/cam01/cam_120241006_034957.jpg,/usr/local/spark/assets/cam02/cam_220241006_034958.jpg,0
515,2024-10-06 03:52:59,incomplete,/usr/local/spark/assets/cam01/cam_120241006_035259.jpg,/usr/local/spark/assets/cam02/cam_220241006_035259.jpg,0
516,2024-10-06 03:56:00,incomplete,/usr/local/spark/assets/cam01/cam_120241006_035600.jpg,/usr/local/spark/assets/cam02/cam_220241006_035600.jpg,1
517,2024-10-06 03:59:01,incomplete,/usr/local/spark/assets/cam01/cam_120241006_035901.jpg,/usr/local/spark/assets/cam02/cam_220241006_035901.jpg,1
519,2024-10-06 04:05:03,incomplete,/usr/local/spark/assets/cam01/cam_120241006_040503.jpg,/usr/local/spark/assets/cam02/cam_220241006_040503.jpg,1
520,2024-10-06 04:08:04,incomplete,/usr/local/spark/assets/cam01/cam_120241006_040804.jpg,/usr/local/spark/assets/cam02/cam_220241006_040804.jpg,1
521,2024-10-06 04:11:05,incomplete,/usr/local/spark/assets/cam01/cam_120241006_041105.jpg,/usr/local/spark/assets/cam02/cam_220241006_041106.jpg,1
522,2024-10-06 04:14:06,incomplete,/usr/local/spark/assets/cam01/cam_120241006_041406.jpg,/usr/local/spark/assets/cam02/cam_220241006_041407.jpg,1
523,2024-10-06 04:17:07,incomplete,/usr/local/spark/assets/cam01/cam_120241006_041707.jpg,/usr/local/spark/assets/cam02/cam_220241006_041708.jpg,0
524,2024-10-06 04:20:08,incomplete,/usr/local/spark/assets/cam01/cam_120241006_042008.jpg,/usr/local/spark/assets/cam02/cam_220241006_042009.jpg,1
525,2024-10-06 04:23:09,incomplete,/usr/local/spark/assets/cam01/cam_120241006_042309.jpg,/usr/local/spark/assets/cam02/cam_220241006_042310.jpg,1
526,2024-10-06 04:26:10,incomplete,/usr/local/spark/assets/cam01/cam_120241006_042610.jpg,/usr/local/spark/assets/cam02/cam_220241006_042611.jpg,1
527,2024-10-06 04:29:11,incomplete,/usr/local/spark/assets/cam01/cam_120241006_042911.jpg,/usr/local/spark/assets/cam02/cam_220241006_042912.jpg,1
528,2024-10-06 04:32:12,incomplete,/usr/local/spark/assets/cam01/cam_120241006_043212.jpg,/usr/local/spark/assets/cam02/cam_220241006_043213.jpg,0
529,2024-10-06 04:35:13,incomplete,/usr/local/spark/assets/cam01/cam_120241006_043513.jpg,/usr/local/spark/assets/cam02/cam_220241006_043514.jpg,0
530,2024-10-06 04:38:14,incomplete,/usr/local/spark/assets/cam01/cam_120241006_043814.jpg,/usr/local/spark/assets/cam02/cam_220241006_043815.jpg,0
531,2024-10-06 04:41:15,incomplete,/usr/local/spark/assets/cam01/cam_120241006_044115.jpg,/usr/local/spark/assets/cam02/cam_220241006_044116.jpg,1
532,2024-10-06 04:44:16,incomplete,/usr/local/spark/assets/cam01/cam_120241006_044416.jpg,/usr/local/spark/assets/cam02/cam_220241006_044417.jpg,1
533,2024-10-06 04:47:18,incomplete,/usr/local/spark/assets/cam01/cam_120241006_044718.jpg,/usr/local/spark/assets/cam02/cam_220241006_044718.jpg,1
534,2024-10-06 04:50:19,incomplete,/usr/local/spark/assets/cam01/cam_120241006_045019.jpg,/usr/local/spark/assets/cam02/cam_220241006_045019.jpg,1
535,2024-10-06 04:53:20,incomplete,/usr/local/spark/assets/cam01/cam_120241006_045320.jpg,/usr/local/spark/assets/cam02/cam_220241006_045320.jpg,1
536,2024-10-06 04:56:21,incomplete,/usr/local/spark/assets/cam01/cam_120241006_045621.jpg,/usr/local/spark/assets/cam02/cam_220241006_045621.jpg,0
537,2024-10-06 04:59:22,incomplete,/usr/local/spark/assets/cam01/cam_120241006_045922.jpg,/usr/local/spark/assets/cam02/cam_220241006_045923.jpg,1
538,2024-10-06 05:02:23,incomplete,/usr/local/spark/assets/cam01/cam_120241006_050223.jpg,/usr/local/spark/assets/cam02/cam_220241006_050224.jpg,1
539,2024-10-06 05:05:24,incomplete,/usr/local/spark/assets/cam01/cam_120241006_050524.jpg,/usr/local/spark/assets/cam02/cam_220241006_050525.jpg,1
541,2024-10-06 05:11:26,incomplete,/usr/local/spark/assets/cam01/cam_120241006_051126.jpg,/usr/local/spark/assets/cam02/cam_220241006_051127.jpg,1
542,2024-10-06 05:14:27,incomplete,/usr/local/spark/assets/cam01/cam_120241006_051427.jpg,/usr/local/spark/assets/cam02/cam_220241006_051428.jpg,1
543,2024-10-06 05:17:28,incomplete,/usr/local/spark/assets/cam01/cam_120241006_051728.jpg,/usr/local/spark/assets/cam02/cam_220241006_051729.jpg,1
544,2024-10-06 05:20:30,incomplete,/usr/local/spark/assets/cam01/cam_120241006_052030.jpg,/usr/local/spark/assets/cam02/cam_220241006_052030.jpg,1
545,2024-10-06 05:23:31,incomplete,/usr/local/spark/assets/cam01/cam_120241006_052331.jpg,/usr/local/spark/assets/cam02/cam_220241006_052331.jpg,1
546,2024-10-06 05:26:32,incomplete,/usr/local/spark/assets/cam01/cam_120241006_052632.jpg,/usr/local/spark/assets/cam02/cam_220241006_052632.jpg,1
547,2024-10-06 05:29:33,incomplete,/usr/local/spark/assets/cam01/cam_120241006_052933.jpg,/usr/local/spark/assets/cam02/cam_220241006_052933.jpg,1
548,2024-10-06 05:32:34,incomplete,/usr/local/spark/assets/cam01/cam_120241006_053234.jpg,/usr/local/spark/assets/cam02/cam_220241006_053234.jpg,1
549,2024-10-06 05:35:35,incomplete,/usr/local/spark/assets/cam01/cam_120241006_053535.jpg,/usr/local/spark/assets/cam02/cam_220241006_053535.jpg,1
550,2024-10-06 05:38:36,incomplete,/usr/local/spark/assets/cam01/cam_120241006_053836.jpg,/usr/local/spark/assets/cam02/cam_220241006_053836.jpg,0
551,2024-10-06 05:41:37,incomplete,/usr/local/spark/assets/cam01/cam_120241006_054137.jpg,/usr/local/spark/assets/cam02/cam_220241006_054137.jpg,0
552,2024-10-06 05:44:38,incomplete,/usr/local/spark/assets/cam01/cam_120241006_054438.jpg,/usr/local/spark/assets/cam02/cam_220241006_054438.jpg,1
553,2024-10-06 05:47:39,incomplete,/usr/local/spark/assets/cam01/cam_120241006_054739.jpg,/usr/local/spark/assets/cam02/cam_220241006_054739.jpg,1
554,2024-10-06 05:50:40,incomplete,/usr/local/spark/assets/cam01/cam_120241006_055040.jpg,/usr/local/spark/assets/cam02/cam_220241006_055040.jpg,0
555,2024-10-06 05:53:41,incomplete,/usr/local/spark/assets/cam01/cam_120241006_055341.jpg,/usr/local/spark/assets/cam02/cam_220241006_055342.jpg,1
556,2024-10-06 05:56:42,incomplete,/usr/local/spark/assets/cam01/cam_120241006_055642.jpg,/usr/local/spark/assets/cam02/cam_220241006_055643.jpg,1
557,2024-10-06 05:59:43,incomplete,/usr/local/spark/assets/cam01/cam_120241006_055943.jpg,/usr/local/spark/assets/cam02/cam_220241006_055944.jpg,1
558,2024-10-06 06:02:44,incomplete,/usr/local/spark/assets/cam01/cam_120241006_060244.jpg,/usr/local/spark/assets/cam02/cam_220241006_060245.jpg,1
559,2024-10-06 06:05:46,incomplete,/usr/local/spark/assets/cam01/cam_120241006_060546.jpg,/usr/local/spark/assets/cam02/cam_220241006_060546.jpg,1
560,2024-10-06 06:08:47,incomplete,/usr/local/spark/assets/cam01/cam_120241006_060847.jpg,/usr/local/spark/assets/cam02/cam_220241006_060847.jpg,1
561,2024-10-06 06:11:48,incomplete,/usr/local/spark/assets/cam01/cam_120241006_061148.jpg,/usr/local/spark/assets/cam02/cam_220241006_061148.jpg,0
562,2024-10-06 06:14:49,incomplete,/usr/local/spark/assets/cam01/cam_120241006_061449.jpg,/usr/local/spark/assets/cam02/cam_220241006_061449.jpg,0
563,2024-10-06 06:17:50,incomplete,/usr/local/spark/assets/cam01/cam_120241006_061750.jpg,/usr/local/spark/assets/cam02/cam_220241006_061750.jpg,0
564,2024-10-06 06:20:51,incomplete,/usr/local/spark/assets/cam01/cam_120241006_062051.jpg,/usr/local/spark/assets/cam02/cam_220241006_062052.jpg,0
566,2024-10-06 06:26:53,incomplete,/usr/local/spark/assets/cam01/cam_120241006_062653.jpg,/usr/local/spark/assets/cam02/cam_220241006_062654.jpg,0
